UMAP_1,UMAP_2,kmeans_cluster
3.882138,-5.067678,0
6.5514145,-8.42808,6
11.009704,-0.34816965,13
6.1773753,-9.348881,6
19.147535,3.2691627,16
10.237727,-0.51329064,13
18.165546,5.5293574,16
7.963528,0.23360562,9
6.559385,-8.248704,6
9.240356,-6.166344,14
11.063013,-0.102394715,13
6.4946246,-9.120671,6
6.154476,-9.311649,6
6.9802527,-7.428799,6
17.709839,4.5136557,16
10.72949,-0.27016598,13
6.6960444,-8.15758,6
9.524696,-6.1739135,14
6.149313,-2.9538078,4
1.0095277,3.6158516,10
10.561392,-0.16664721,13
6.8398304,-8.423214,6
10.540545,-0.30627406,13
6.1906533,-2.975262,4
4.0213094,-4.7471676,0
10.531243,-0.37774858,13
6.648087,-8.246101,6
7.8493085,0.23595761,9
-9.138061,3.8745143,5
9.362278,-6.030744,14
6.8256173,-8.25269,6
7.396617,-3.2371106,4
10.512054,-0.34142795,13
10.627457,-0.343548,13
3.8764458,-4.678946,0
7.316009,-3.3161774,4
6.823556,7.1699157,7
5.4160905,8.769258,15
7.5778003,0.4338649,9
7.6875257,-3.8076446,4
6.6326656,-8.036212,6
6.019858,7.7436104,7
-0.08830533,6.9776654,8
18.101246,3.7618833,16
8.854335,-6.2614555,14
7.3145375,-3.2758882,4
9.4126835,-6.0129657,14
10.996568,-0.48398912,13
18.833174,3.335186,16
6.934206,-8.549307,6
4.5028343,4.820122,2
10.960116,0.037310384,13
10.374451,-0.30653077,13
8.727748,-6.352995,14
8.0045595,0.20668277,9
7.8809886,0.34008378,9
7.6131363,0.5103829,9
-9.079339,3.813013,5
6.8215322,-9.408721,6
9.333368,-6.1372647,14
9.85783,-1.1735256,13
7.7015953,0.5858036,9
18.628065,5.7312694,16
-0.33837438,7.1687446,8
6.722532,-7.144431,6
10.849648,-0.0052522593,13
18.690367,4.631756,16
19.073252,3.240134,16
18.696053,3.4300106,16
10.576817,-0.40749592,13
6.5656605,-9.063845,6
9.842588,-1.2058638,13
18.634537,5.747759,16
7.3127055,-3.303863,4
3.6598284,-5.031922,0
6.8218446,-8.468126,6
3.6352642,-5.0206027,0
6.1214995,-2.9433362,4
6.5314794,-8.412077,6
7.3835316,-3.1770182,4
10.617786,-0.3628903,13
6.6280785,-8.310264,6
10.859644,-0.6287144,13
10.921399,-0.47438973,13
10.316384,-0.4746819,13
18.058336,3.7700412,16
19.115095,3.1882246,16
8.844404,-6.3915896,14
6.570138,-8.581705,6
4.024331,-4.7220893,0
8.911593,-6.334376,14
3.8111434,4.1088624,2
7.742179,-3.8667173,4
7.3417244,-3.2816856,4
17.710976,4.436139,16
7.025607,-9.511256,6
10.889769,-0.48083675,13
3.7445774,-5.0356026,0
6.601792,-8.301649,6
7.3902097,-3.1828494,4
10.772644,-0.12638563,13
6.5294943,-8.330848,6
18.588362,5.793697,16
9.203004,-6.1446657,14
6.145768,-9.422448,6
-9.078783,3.8295977,5
16.768559,6.1972747,3
6.5194645,-8.393614,6
10.941236,-0.3646188,13
10.921669,-0.6150916,13
10.918583,-0.5042589,13
9.2232895,-6.427724,14
6.345507,-9.605508,6
11.009811,-0.4846751,13
7.5291295,0.41073236,9
9.319022,-6.001264,14
6.58358,-8.186438,6
18.58146,5.791849,16
4.0137544,-4.6519833,0
5.3945003,8.698958,15
7.6492095,0.484478,9
6.169219,-9.388028,6
10.5462055,-0.3408907,13
11.047432,-0.5032019,13
18.965235,3.1402707,16
6.1417894,-9.3068495,6
19.0462,3.1716406,16
6.1097064,-2.9213603,4
10.92831,0.10630622,13
9.77371,-1.1352055,13
18.639725,5.7512054,16
11.208113,-0.48828426,13
-8.346897,3.6803079,5
6.4452186,-9.340743,6
6.6871953,-8.172466,6
18.64544,5.7291875,16
6.493497,-9.154858,6
7.0391726,-9.57604,6
10.271789,-0.5742626,13
0.85819083,3.6395793,10
18.095562,5.486139,16
11.170717,-0.3036992,13
11.198581,-0.3454423,13
11.022616,-0.5417123,13
11.213243,-0.5177016,13
7.0273266,-9.57489,6
10.881977,-0.6105256,13
6.4992547,-8.510441,6
11.212494,-0.46062186,13
11.210014,-0.45767376,13
7.427744,0.36421484,9
7.4429183,-3.1840057,4
-8.918872,3.6175086,5
11.2155285,-0.49578872,13
6.9182343,-8.520903,6
-8.907978,3.6094668,5
18.98671,3.1575356,16
6.399617,-9.295081,6
6.5228467,-8.452266,6
10.795187,-0.4617171,13
6.467172,7.3924994,7
18.939579,3.1310031,16
9.35578,-6.1135464,14
18.642548,5.7483616,16
18.646868,5.7560234,16
10.936068,-0.34299463,13
7.5564938,0.4289868,9
1.0107067,3.6411016,10
11.148422,-0.48054406,13
6.445354,-8.580823,6
6.1181264,-2.9787636,4
19.022175,3.1409357,16
-9.072344,3.8175933,5
6.0986705,-9.43338,6
7.4709144,0.3317562,9
11.114276,-0.26785028,13
10.9405,-0.54594064,13
19.042603,3.139585,16
7.032727,-9.539224,6
7.3143115,-3.2890306,4
8.775294,-6.3194275,14
6.1870456,-9.3865595,6
7.4195766,-3.1450088,4
6.1133456,7.841406,7
8.890451,-6.18482,14
6.4503455,7.369143,7
0.23865223,6.89468,8
17.6953,4.479317,16
6.5373874,-8.640392,6
9.336575,-5.9284396,14
6.9808993,-9.19441,6
7.500853,0.35228547,9
9.375842,-5.975726,14
7.4183254,-3.1184137,4
6.049518,7.7729874,7
7.7847,0.26498777,9
19.028393,3.172058,16
9.256969,-6.3991556,14
7.3962145,-3.2442102,4
9.845068,-1.2016008,13
6.366529,-9.598915,6
3.7544105,-5.043097,0
0.8548411,3.7366788,10
7.423856,0.31859106,9
7.561958,0.37141952,9
9.54635,-6.170772,14
11.025691,-0.42143035,13
-9.080536,3.8034918,5
9.552945,-6.192588,14
7.8978043,0.5796418,9
7.518856,0.36586812,9
18.792307,3.4876518,16
7.904884,0.41740802,9
8.92934,-5.988194,14
18.10316,3.7391555,16
4.0315404,-4.7269244,0
10.502778,-0.29571816,13
9.47024,-6.066706,14
9.575745,-6.107183,14
-8.347205,3.7287648,5
3.750367,-5.057868,0
11.207476,-0.52130276,13
18.642513,5.761937,16
-9.123927,3.8506863,5
11.113788,-0.27032274,13
6.4586906,7.4335647,7
9.328276,-6.427355,14
6.610262,-9.093187,6
11.172474,-0.44152945,13
7.0002255,-9.230453,6
6.810329,-9.453139,6
18.851858,3.2923865,16
7.4721117,0.3489739,9
0.43985412,3.727638,10
7.763678,-3.8826828,4
6.5203495,7.3761044,7
9.345212,-6.386814,14
7.4033413,-3.211593,4
7.0194945,-9.5727,6
6.7732673,-9.313795,6
6.695051,-9.470656,6
18.787193,3.3430576,16
18.665232,5.7179413,16
-9.087948,3.8093526,5
7.421661,-3.1340048,4
9.320229,-6.367523,14
19.073551,3.1275866,16
10.672488,-0.39711004,13
9.85609,-1.2083377,13
6.9524693,-9.253611,6
6.1155777,-2.9638672,4
6.727817,-9.125939,6
10.455436,-0.30168816,13
6.747224,-8.1541395,6
8.780664,-6.2679305,14
8.879531,-6.263124,14
7.6497116,0.24069856,9
18.694258,4.6175985,16
10.858583,-0.17877845,13
6.473743,-8.578674,6
6.3850694,-9.615126,6
7.0389814,-9.498248,6
6.979156,-9.212752,6
7.0349765,-9.544963,6
18.69077,4.6246996,16
9.875159,-1.2140698,13
6.337325,-9.63123,6
10.92141,-0.6180731,13
6.175789,-9.354498,6
7.558344,0.3578882,9
18.687857,4.6170044,16
18.657307,5.7456875,16
7.0232964,-7.441922,6
1.0400809,3.973781,10
6.589651,-8.315665,6
6.9452486,-8.54801,6
6.4954467,-8.406341,6
9.523642,-6.070237,14
19.03524,3.2259595,16
10.677856,-0.47616538,13
8.859718,-6.352971,14
10.997927,-0.53206795,13
6.424643,-9.436079,6
3.8575573,-5.096771,0
10.625854,-0.39899278,13
6.9533696,-7.369386,6
6.4258924,-8.986758,6
8.493145,-6.33235,14
9.367216,-6.461221,14
6.661019,-8.152135,6
8.824117,-6.290638,14
6.8828487,-8.352577,6
4.0413957,-4.711517,0
9.853117,-1.2128401,13
16.780111,6.148614,3
6.92448,-7.31844,6
7.2960205,-3.2797694,4
9.857592,-1.1993663,13
9.338438,-6.0317645,14
18.999712,3.1241012,16
10.826973,-0.4873536,13
7.42558,0.3221241,9
10.912745,-0.62191695,13
8.750963,-6.3456244,14
11.11351,-0.23391785,13
0.8838292,3.9914026,10
11.221423,-0.3997511,13
6.588742,-9.376433,6
7.3911552,-3.273638,4
6.158086,-2.949444,4
6.4583564,7.395647,7
10.931011,-0.6235732,13
17.679544,4.4459057,16
11.026717,-0.44162115,13
7.439273,-3.2432842,4
4.0170674,-4.7578354,0
-8.354492,3.7228541,5
0.94298005,3.9043074,10
-0.028047426,6.6107497,8
16.060623,5.6517816,3
0.25337097,6.6462183,8
15.978171,6.461412,3
2.0951664,5.6862144,2
0.26905045,6.791693,8
6.5560403,7.388637,7
3.5130424,4.678857,2
0.26770508,6.7112684,8
18.138666,3.7643764,16
0.9346219,3.7998888,10
0.91756976,4.0723715,10
17.27857,6.5733094,3
2.1864998,5.7532406,2
1.0371006,3.6415884,10
16.063559,5.6536107,3
0.7553947,3.8797905,10
-8.371976,3.7253606,5
0.9792288,5.2005606,10
6.1471467,-9.385713,6
2.0998147,5.6393175,2
-8.893568,3.58144,5
6.882565,-9.465049,6
2.0842912,5.7414927,2
4.4353623,4.753203,2
4.424751,4.7774186,2
3.8163412,4.059205,2
16.08093,5.6755533,3
9.439022,-6.1668415,14
16.046814,5.652871,3
0.81772697,3.5848875,10
6.6825843,-9.134482,6
6.471547,7.3783565,7
0.6450595,4.1362257,10
-8.347116,3.6878989,5
7.4550033,0.34185588,9
16.037273,5.6382675,3
0.97487986,3.8843985,10
0.93147725,3.8545833,10
0.9500035,5.1739883,10
0.09892247,6.4843016,8
9.342703,-6.331457,14
17.68053,4.480569,16
0.95269287,5.1976733,10
9.295594,-6.4314513,14
2.0740669,5.7040663,2
6.7808943,-9.0444765,6
3.7385345,4.4723444,2
1.0118114,3.6909509,10
16.023962,5.67044,3
6.443739,7.3768744,7
6.4061437,-8.479564,6
0.29240933,6.6275463,8
5.584034,8.681881,15
0.20667471,6.6338015,8
18.07841,3.779944,16
2.0957458,5.58757,2
6.5608263,-9.220646,6
11.195685,-0.3127917,13
6.969907,-9.508894,6
16.315866,5.963326,3
-8.348531,3.681873,5
0.62195456,4.006459,10
7.3772764,-3.4214754,4
7.0086045,-9.530969,6
3.7858331,4.1028438,2
18.768175,3.3745818,16
7.034813,-9.563955,6
3.7391243,4.109409,2
0.9339626,3.638498,10
6.479022,7.381302,7
2.063685,5.650135,2
2.07893,5.6267138,2
6.3597693,-9.315003,6
0.59971845,3.7374291,10
0.77897286,3.735351,10
0.950759,3.802191,10
7.7525396,-3.8554356,4
0.9731627,3.928543,10
6.320241,7.7022963,7
6.4807177,7.4000063,7
0.56238437,3.757492,10
0.63481045,4.2387147,10
2.1895013,5.742789,2
0.64896286,4.1672378,10
0.28759146,6.6468196,8
0.13753358,6.6573153,8
4.4353037,4.750306,2
18.657005,5.717275,16
18.976517,3.2128887,16
3.813203,4.1261115,2
6.428325,-9.155131,6
15.977552,5.681535,3
1.0639752,3.6378496,10
10.902434,-0.3345553,13
6.275412,7.787353,7
16.64542,6.536479,3
0.99968314,3.782671,10
0.93828136,5.1469145,10
3.7156496,-5.0175796,0
2.1537607,5.5848393,2
18.094736,3.7875624,16
11.101176,-0.15888624,13
6.4382944,7.3743644,7
2.2200584,5.6570034,2
0.09643234,6.385668,8
5.750308,8.840333,15
6.047503,7.772,7
16.050152,5.8310866,3
4.4614034,4.752937,2
0.82666165,3.7498307,10
16.241295,6.0299535,3
9.243072,-6.1114326,14
0.18119767,6.391765,8
16.048325,5.6344523,3
9.847759,-1.1947758,13
15.925485,6.5030985,3
6.221349,-9.345694,6
0.09774397,6.689287,8
3.7764688,4.099245,2
2.0463915,5.767629,2
4.423891,4.7336645,2
6.8019466,-9.346588,6
6.0463924,7.8557296,7
11.031255,-0.34214613,13
2.2251205,5.636906,2
11.00608,-0.4377338,13
17.34727,6.5878506,3
6.894211,-7.3414626,6
2.0329359,5.669646,2
6.2648897,7.802894,7
7.2521057,-3.3087502,4
0.9051867,3.7937467,10
1.0003397,3.7608244,10
2.0798304,5.6715827,2
0.15464722,6.606209,8
3.5457885,4.663249,2
16.237156,5.990195,3
6.107144,7.8918467,7
1.0146399,5.130704,10
7.034485,-9.56875,6
11.145887,-0.29429525,13
3.9127066,-5.062482,0
0.24813692,6.7083774,8
7.731899,0.35076785,9
0.9789915,3.937413,10
2.0193388,5.616227,2
16.24696,5.972529,3
7.510104,0.41472116,9
16.023556,5.6513505,3
0.5965413,4.181954,10
4.5300927,4.779689,2
3.8126493,4.1061583,2
6.4513307,7.332821,7
0.14957367,6.4839716,8
1.0070271,3.6154745,10
6.1866064,-8.978925,6
10.61515,-0.38151434,13
0.97274494,5.208614,10
-8.91187,3.5930772,5
3.774399,4.131027,2
16.057997,5.6083345,3
6.962601,-9.176875,6
18.959707,3.238466,16
2.0319104,5.649049,2
6.901502,-9.170451,6
10.997442,-0.37010938,13
1.0045824,5.1731434,10
2.1738625,5.5288615,2
10.610973,-0.18090525,13
3.5184846,4.6985025,2
16.287352,5.948064,3
9.854743,-1.1871015,13
6.1392827,-2.9339595,4
3.7913957,4.114854,2
0.87819034,5.16814,10
8.777435,-6.223786,14
3.9657793,-4.781068,0
6.1763487,-9.065455,6
0.7886953,3.7734728,10
0.6734528,3.7902622,10
-8.878745,3.6113071,5
0.62983364,3.7125154,10
6.8961635,-8.567553,6
19.043457,3.2174084,16
6.631256,-8.148243,6
9.342313,-6.425732,14
7.726844,0.25994283,9
6.6418953,7.342199,7
6.178992,-9.035377,6
0.97013706,3.945404,10
6.798458,-8.484112,6
6.25836,-9.435402,6
5.604754,8.762343,15
2.2301104,5.6010137,2
2.1123607,5.6940074,2
7.4591265,-3.1999905,4
0.8454835,3.8799512,10
18.926416,3.3156614,16
0.9763486,5.225795,10
1.0224074,3.651752,10
9.525712,-6.1687336,14
6.4350066,7.373842,7
6.2963943,7.855558,7
0.9579919,5.147789,10
7.4740553,0.34137225,9
18.684063,4.6173425,16
9.836822,-1.1958462,13
0.8615332,3.901038,10
1.0013599,3.6624463,10
6.9203777,-7.308212,6
6.4520836,7.387856,7
0.8777163,3.8491163,10
9.555583,-6.1548405,14
0.99018216,3.6122882,10
5.8832536,-8.708947,6
3.9632158,-5.077276,0
6.5738873,7.3990197,7
6.460632,7.375073,7
15.961393,5.679314,3
6.3542614,7.8809648,7
0.6184396,3.7186964,10
0.74450964,3.6642222,10
1.9427276,5.6983733,2
10.905236,-0.62582284,13
4.461034,4.7424664,2
1.0295407,3.6639085,10
16.651443,6.5569253,3
2.085982,5.5960217,2
6.0255504,7.836186,7
6.2196603,-9.110203,6
6.5792484,7.4655986,7
6.4498615,7.358296,7
2.1189072,5.641859,2
6.450511,7.366832,7
6.6864247,-9.118977,6
8.728806,-6.287504,14
0.2639962,6.6725345,8
6.543464,-8.360535,6
0.12278606,6.4793754,8
0.830723,4.058714,10
0.21472682,6.8573227,8
19.067287,3.2221103,16
6.5024576,-8.492161,6
0.27619612,6.6602674,8
6.6338487,-8.424782,6
6.7234645,7.447756,7
0.9134314,3.8015833,10
-9.083852,3.8200336,5
3.7662747,4.1266165,2
6.9667625,-9.501467,6
0.063222975,6.6836553,8
2.1732852,5.563582,2
16.243696,6.02059,3
18.955261,3.2495987,16
15.758722,5.719274,3
0.21070722,6.871269,8
6.5898576,-8.3836975,6
7.239309,-3.2286065,4
3.9328964,-4.7927604,0
2.0661812,5.6379514,2
6.6047106,-8.653838,6
0.97307384,3.660645,10
18.161604,5.502451,16
6.177331,-9.351477,6
6.4232254,7.339617,7
0.9850877,3.6961904,10
8.951239,-6.320003,14
4.066003,-4.6606445,0
3.7505405,4.11478,2
6.2844996,7.7952485,7
4.0272484,-4.756501,0
1.0011581,5.150995,10
18.732979,3.5498734,16
6.525888,-8.541946,6
9.868139,-1.17319,13
9.197218,-5.931151,14
6.4963627,-9.048424,6
-9.091055,3.8369162,5
3.5598905,4.7138934,2
6.454758,7.376792,7
0.6498102,3.7185524,10
10.9361725,-0.4353489,13
18.963223,3.2497704,16
18.089552,3.817373,16
4.040177,-4.758674,0
2.0815506,5.6135054,2
9.391286,-6.3257093,14
18.648752,3.6086326,16
6.4362845,7.3763876,7
0.90504354,5.203967,10
17.340195,6.634857,3
0.9383633,3.916602,10
8.8176985,-6.3932633,14
6.1082406,-9.284511,6
3.791635,4.138004,2
3.995421,-4.792724,0
10.844156,-0.3580021,13
7.5803785,0.51725996,9
6.6206403,-8.321261,6
1.0638764,3.6515384,10
3.9858515,-4.8020825,0
6.887135,-8.740342,6
6.984168,-8.548097,6
1.0409297,3.6116903,10
16.268196,5.9629364,3
6.8124313,-8.361496,6
-0.1401896,6.910982,8
0.65467525,3.6848402,10
7.960055,0.17795211,9
0.9646345,5.1588273,10
1.9732956,5.6251736,2
0.96857953,5.185222,10
10.785394,-0.1477159,13
9.027789,-6.1398945,14
17.741724,4.409324,16
2.1103554,5.6667094,2
5.686715,8.942052,15
2.0664396,5.6328583,2
7.9157624,0.22875018,9
10.628122,-0.35220498,13
16.026253,5.639694,3
18.634857,5.7437778,16
15.924003,6.5334477,3
2.1149287,5.627885,2
10.491315,-0.32028195,13
6.9203935,-7.3204207,6
2.1616824,5.6298795,2
2.2519996,5.6952505,2
8.420686,-6.3251877,14
6.112329,7.8367395,7
5.1979485,8.5405245,15
10.483754,-0.29497042,13
18.118856,5.463474,16
0.79651177,3.6087306,10
3.912015,4.059157,2
7.5518575,0.41784966,9
18.84411,3.2726028,16
0.1666558,6.7829857,8
6.5821204,-8.1854105,6
2.1625032,5.6896973,2
9.312097,-6.36758,14
0.84307814,4.059035,10
17.136305,6.6582713,3
18.05554,3.7083843,16
2.1240666,5.5842137,2
10.174579,-0.5324947,13
18.072084,3.7576845,16
19.041712,3.2361405,16
0.062519945,6.411846,8
0.8132179,4.083867,10
16.319118,5.9365096,3
-8.362405,3.6969607,5
6.795344,-8.258502,6
18.046036,3.762382,16
6.6160445,7.457905,7
11.126676,-0.2956995,13
-8.92267,3.570285,5
4.5012617,4.739306,2
3.9336712,-5.0265284,0
3.7652175,4.1313596,2
1.0089011,3.7036414,10
5.6352205,8.595505,15
6.997613,-9.5373535,6
6.4740844,7.3953953,7
6.566202,-8.38101,6
6.5293736,7.3197002,7
0.7653343,3.569857,10
6.4434867,7.3865905,7
0.23933631,6.6088767,8
18.079311,3.754118,16
16.098848,5.64106,3
10.526711,-0.28655303,13
0.9677881,3.7098384,10
2.1916552,5.6281657,2
6.4658103,7.3840814,7
9.402788,-6.309518,14
0.106358394,6.9126987,8
2.05778,5.659445,2
7.778322,-3.8959186,4
7.7854357,0.28954092,9
6.5589356,-8.917939,6
0.928944,3.6215456,10
0.8193472,4.002779,10
10.903809,-0.64105374,13
2.2328515,5.568165,2
15.911784,6.524387,3
3.909877,4.5259466,2
9.220685,-6.0913186,14
6.8390546,-8.31998,6
10.920315,-0.65529186,13
4.475825,4.7638097,2
15.898612,6.542306,3
0.85784864,3.6486712,10
1.0006686,3.7057366,10
3.9342988,-5.0099683,0
18.151266,5.497973,16
2.252984,5.586631,2
2.2500665,5.8545237,2
18.984274,3.2204647,16
6.4515224,7.4099836,7
18.622807,5.747288,16
6.4309607,7.391551,7
5.639335,8.681066,15
9.817532,-1.156113,13
6.792649,-8.509131,6
7.7988873,0.23201661,9
0.95821726,5.1639657,10
1.0221682,3.6222224,10
8.739992,-6.3490458,14
2.2350647,5.6311607,2
11.213635,-0.49208906,13
0.16393681,6.4903536,8
10.279805,-0.47990382,13
15.948083,6.482811,3
3.5355716,4.677361,2
10.716297,-0.42336315,13
10.709463,-0.1278627,13
19.110306,3.2178857,16
6.6489077,-8.317862,6
15.980872,5.6392665,3
0.20800403,6.5033603,8
0.19786218,6.568301,8
10.996699,-0.32911223,13
3.55454,4.692241,2
3.7966945,4.4830775,2
16.12865,5.8471265,3
6.9330554,-8.552569,6
2.2230263,5.56634,2
10.98255,0.02025038,13
1.0386999,3.8053317,10
2.0198717,5.659637,2
15.948662,5.6491623,3
6.452174,7.331996,7
6.57995,-8.643122,6
2.0754342,5.635781,2
7.3950944,-3.3166547,4
0.92770714,5.1711235,10
0.2716421,6.62234,8
17.477993,6.5078025,3
7.3383155,-3.3824549,4
7.9530396,0.21124987,9
6.5832353,-8.585499,6
0.97129714,5.15936,10
6.613829,7.452433,7
16.6326,6.5515795,3
2.2040381,5.6761065,2
16.22287,5.983658,3
17.273882,6.6035557,3
0.2317498,6.714805,8
0.15772043,6.504651,8
0.9410379,3.5394678,10
0.8134253,3.7536309,10
7.7502284,0.29453835,9
2.158795,5.7053695,2
2.0774748,5.6503606,2
0.730422,3.5096774,10
8.868636,-6.407157,14
1.7313272,5.5983686,2
1.0479019,3.6603568,10
3.7202053,4.158714,2
11.068412,-0.17453368,13
0.25293452,5.9514008,8
0.26201144,6.899533,8
1.0610543,3.6327934,10
18.814562,3.5406854,16
0.8329184,3.8728569,10
8.5885315,-6.3396435,14
3.7205245,-5.0157056,0
7.835332,0.26783898,9
3.4800828,4.685271,2
10.500348,-0.31288412,13
6.071183,7.7819123,7
0.97076285,3.9296293,10
1.0291449,3.6686635,10
5.6083093,8.71827,15
6.8672876,-8.52142,6
16.087187,5.634708,3
7.864404,0.27943653,9
-9.0920725,3.8305314,5
8.851651,-6.387864,14
0.27880466,6.8431406,8
6.5633945,-8.3530245,6
18.909294,3.268904,16
0.9152709,3.911647,10
2.0418978,5.7134047,2
6.768147,-9.325808,6
4.4785547,4.768425,2
6.544714,-8.5482025,6
10.251072,-0.52624744,13
7.7502203,-3.8592784,4
10.707496,-0.4235227,13
0.70309436,3.8060212,10
0.88463956,5.187725,10
6.4879947,-8.542827,6
6.929043,-8.491036,6
10.847658,-0.5558139,13
5.488057,8.646533,15
0.6397332,4.1678815,10
0.30026406,6.7690277,8
6.492552,7.3760066,7
0.17616254,6.6742263,8
0.7951712,3.5534723,10
0.12214271,6.360853,8
0.95307446,3.8588462,10
9.084986,-6.183184,14
3.759022,4.1304274,2
18.071514,3.771235,16
3.8675134,-4.9371457,0
0.9041571,5.231546,10
0.7952624,3.980408,10
2.0238454,5.6716146,2
5.6950254,8.916691,15
9.251921,-6.1488066,14
-8.340603,3.6823132,5
3.5538394,4.684499,2
10.29942,-0.5538363,13
16.633514,6.5578113,3
3.8499124,4.020388,2
0.21475269,6.810182,8
4.0046253,-4.7881694,0
3.9371336,-4.7947884,0
7.743914,0.22866894,9
1.0455804,3.6651106,10
8.703383,-6.2661085,14
5.737999,8.898423,15
7.0027566,-9.49481,6
6.0455003,7.783085,7
5.706466,8.776931,15
7.3783255,-3.2763917,4
7.447768,-3.206008,4
4.3842134,4.694986,2
11.115225,-0.49685875,13
10.9720125,-0.47730824,13
5.7879887,9.0313425,15
19.146513,3.493656,16
0.6180004,3.7224529,10
3.8872726,-4.738863,0
3.751242,4.141685,2
3.8071632,-5.0431933,0
6.0382457,7.8034034,7
7.4167223,-3.2403078,4
7.3522983,-3.2809923,4
0.84227675,3.781355,10
6.4270186,7.390768,7
6.624344,7.4706235,7
5.6852345,8.848814,15
6.486426,7.409298,7
2.0018408,5.5702467,2
3.7616315,4.498846,2
0.9883367,5.1709495,10
0.16252883,6.7224684,8
9.791349,-1.1374266,13
0.8649966,3.9809015,10
0.23089091,6.94578,8
15.952907,5.674423,3
6.5709987,-8.407435,6
0.9877926,3.7000115,10
17.441742,6.566505,3
6.4822664,7.4552627,7
2.2541292,5.5975723,2
1.0420231,3.6273026,10
0.6675487,4.143516,10
8.782607,-6.3705354,14
10.495856,-0.29549438,13
4.4433374,4.7405114,2
6.0438223,7.808172,7
0.94115615,3.9301925,10
-8.908217,3.5632627,5
16.021692,5.6371813,3
18.099941,5.4702067,16
3.8284502,4.068815,2
9.262002,-6.424217,14
0.22415242,6.028979,8
16.582333,6.147786,3
0.9095812,5.2570734,10
0.16483925,6.561136,8
3.778908,-5.006284,0
3.7968442,4.1026483,2
7.7676506,0.2720189,9
6.0520186,-2.8893154,4
8.996682,-6.2298946,14
7.8269954,0.2749271,9
18.727287,3.301626,16
6.320067,-8.827765,6
2.124643,5.6638646,2
9.385417,-6.298124,14
18.929821,3.2476516,16
10.367154,-0.48553163,13
0.12616874,6.347178,8
0.28373453,6.7912383,8
1.0305938,5.167423,10
6.5215178,-8.908001,6
3.802268,4.0853276,2
0.93268293,3.826547,10
5.520223,8.804951,15
9.146432,-6.236185,14
8.444893,-6.319607,14
6.988605,-9.527398,6
3.518536,4.6766453,2
0.6877997,3.8384593,10
0.83533514,5.3506494,10
6.2636075,7.817046,7
10.328245,-0.3136734,13
2.1139674,5.6437173,2
0.21828961,6.64502,8
2.114901,5.6718845,2
3.7815206,4.1354375,2
10.92781,-0.27142107,13
0.65842503,4.1503572,10
3.974688,-4.755175,0
0.989388,3.6865132,10
18.044407,4.8458066,16
6.53514,7.43996,7
15.943731,6.4868855,3
5.776905,8.927224,15
3.7657933,4.096395,2
6.6966405,7.4929905,7
7.427793,-3.2633069,4
0.98885834,3.6822755,10
6.4237905,-8.701566,6
7.0204515,-9.564385,6
2.0362284,5.6334743,2
6.8561916,-8.757179,6
3.540206,4.6794252,2
6.3513374,-8.355348,6
4.457635,4.772856,2
0.9342116,3.8901856,10
-8.362562,3.7098117,5
18.088541,3.7819514,16
0.78479755,4.210077,10
0.14986865,6.5170903,8
0.8550059,3.579591,10
0.08076691,7.0420575,8
0.97079945,5.1538773,10
3.6350737,-4.4161143,0
6.651602,-8.317089,6
3.5362582,4.658927,2
0.6766163,3.7869008,10
3.5361161,4.669879,2
8.901121,-6.1546044,14
6.197532,-9.132374,6
0.88537574,5.182419,10
19.020481,3.1331706,16
3.7879882,4.1041684,2
6.149366,-2.9555378,4
0.77400094,3.7894707,10
18.945154,3.2578232,16
1.0050844,3.8937654,10
0.69167507,3.8225322,10
6.3190193,7.9271326,7
3.8447824,4.141228,2
18.6656,5.701604,16
3.8354514,4.111322,2
3.7558088,4.096193,2
3.806143,4.162037,2
0.16246651,6.933838,8
2.2329016,5.604668,2
0.99713886,3.985809,10
10.874538,-0.5381475,13
10.759573,-0.16013503,13
-8.351054,3.684134,5
0.6216155,4.2040033,10
4.478027,4.73304,2
2.2232814,5.575528,2
0.66268146,4.1724267,10
5.751744,8.870787,15
6.05308,7.7772436,7
18.685951,4.619935,16
18.838707,3.3562968,16
2.2179189,5.57634,2
6.410773,-8.969535,6
2.114603,5.603605,2
7.6923122,-3.7897701,4
6.57444,-8.599205,6
6.5808244,-8.201183,6
18.827549,3.5643368,16
0.95506483,3.9525774,10
0.75517017,3.9073067,10
0.9768979,5.1488943,10
10.557834,-0.36688027,13
7.8938074,0.20737542,9
2.0860481,5.6098275,2
3.94034,-4.781926,0
6.6462183,-9.219135,6
7.9052787,0.2341279,9
6.709062,-8.666489,6
6.3554244,-9.587858,6
9.864377,-1.1928424,13
6.4878573,7.370827,7
0.92016476,3.5876498,10
0.82000345,3.639239,10
0.9836108,3.9009247,10
18.1204,5.4596934,16
7.7085094,-3.8659446,4
1.0086393,3.6829393,10
0.80774635,3.6828268,10
9.85874,-1.1690677,13
8.824482,-6.275008,14
6.815615,-9.17656,6
0.17916974,6.9132185,8
7.816565,0.39132306,9
7.755867,0.3232011,9
2.089216,5.600649,2
6.3894467,7.3567877,7
18.934858,3.1871483,16
2.0561996,5.6667027,2
10.690645,-0.21957785,13
6.6113973,-8.481423,6
2.1747136,5.6607785,2
6.461072,7.391362,7
4.0516763,-4.695926,0
2.1446574,5.681449,2
2.07993,5.5983653,2
6.6189313,-8.07883,6
4.3878155,4.687416,2
