umap_n_neighbors,umap_min_dist,dbscan_eps,dbscan_min_samples,n_clusters,noise_frac,silhouette,davies_bouldin,calinski_harabasz
40,0.1,0.2,15,32,0.0007962663953462653,0.5652115941047668,0.4989862963337019,234953.921875
15,0.1,0.3,50,28,0.0019021919444383005,0.5651341080665588,0.5285180284938577,144550.25
25,0.2,0.4,5,15,4.4237021963681406e-05,0.5650199055671692,0.5092982728032497,99465.8515625
60,0.2,0.25,10,18,0.00042025170865497336,0.5648950338363647,0.5247344773724074,140426.09375
60,0.2,0.3,20,18,0.00044237021963681403,0.5647802352905273,0.5056939802340685,143040.859375
15,0.0,0.1,30,100,0.025038154431443676,0.5644441246986389,0.43027273762053786,491590.25
15,0.2,0.4,30,17,0.0008847404392736281,0.5640594363212585,0.5470809794130084,92142.984375
40,0.1,0.1,10,63,0.01006392249673752,0.5640396475791931,0.5121592148343362,314439.15625
15,0.0,0.15,20,56,0.0027205768507664063,0.5638415813446045,0.4789533817964563,284782.15625
10,0.1,0.5,5,17,0.0,0.5635655522346497,0.5298080420051664,80567.9140625
60,0.2,0.3,15,18,0.00019906659883656632,0.5635578632354736,0.5057849931997125,142973.984375
25,0.2,0.3,10,19,0.00030965915374576986,0.5633040070533752,0.503748097627081,99599.234375
10,0.05,0.15,50,83,0.02492756187653447,0.563072681427002,0.4835085009082625,317748.875
25,0.2,0.5,10,15,0.0,0.5627426505088806,0.5093447797500353,99455.7265625
40,0.2,0.25,20,22,0.0007741478843644246,0.562476396560669,0.49154729323940444,107171.9609375
25,0.1,0.2,15,38,0.0015482957687288491,0.5624130964279175,0.4594656162104362,215085.9375
40,0.2,0.5,5,12,4.4237021963681406e-05,0.562386691570282,0.4678519017138538,104408.84375
40,0.2,0.5,10,12,4.4237021963681406e-05,0.562386691570282,0.4678519017138538,104408.84375
40,0.2,0.5,15,12,4.4237021963681406e-05,0.562386691570282,0.4678519017138538,104408.84375
40,0.2,0.5,20,12,4.4237021963681406e-05,0.562386691570282,0.4678519017138538,104408.84375
40,0.2,0.5,30,12,4.4237021963681406e-05,0.562386691570282,0.4678519017138538,104408.84375
60,0.2,0.2,15,28,0.001924310455420141,0.5621860027313232,0.5113252716799846,165412.453125
60,0.2,0.3,50,21,0.0009289774612373095,0.5620774626731873,0.5096081827086049,175124.71875
40,0.2,0.25,15,22,0.000663555329455221,0.5619696974754333,0.49174075561319247,107170.8515625
10,0.1,0.25,10,33,0.0007741478843644246,0.5614065527915955,0.46190227168094505,117265.3359375
60,0.4,0.1,30,177,0.49030103293446287,0.5606578588485718,0.5457511983297741,277934.96875
10,0.1,0.2,10,36,0.0013934661918559642,0.5605027079582214,0.48094487994303514,140626.015625
10,0.2,0.4,30,22,0.0008626219282917873,0.5595423579216003,0.5230810056867549,95316.546875
25,0.2,0.3,5,18,0.00015482957687288493,0.5584635734558105,0.5115669072032627,104320.921875
25,0.1,0.15,10,42,0.003030236004512176,0.5582708716392517,0.4837528171999734,199760.734375
25,0.05,0.1,15,81,0.012032469974121341,0.5582382678985596,0.4609649179704317,337805.25
15,0.1,0.15,20,59,0.00661343478357037,0.5580841898918152,0.49957866399011697,206568.671875
40,0.1,0.1,30,93,0.040897126805423456,0.5579710602760315,0.48985228848815016,424640.125
60,0.2,0.5,5,12,2.2118510981840703e-05,0.5570569038391113,0.4823193612716929,121473.921875
60,0.2,0.5,10,12,2.2118510981840703e-05,0.5570569038391113,0.4823193612716929,121473.921875
60,0.2,0.5,15,12,2.2118510981840703e-05,0.5570569038391113,0.4823193612716929,121473.921875
10,0.05,0.15,10,49,0.002809050894693769,0.5570074915885925,0.45905708073410234,148885.421875
10,0.0,0.1,15,92,0.011877640397248456,0.5570033192634583,0.4319658256641491,344579.65625
40,0.1,0.1,20,82,0.024418836123952136,0.5567212700843811,0.4880946699354011,370095.40625
15,0.1,0.3,30,27,0.0010838070381101945,0.5565976500511169,0.5281997689566456,142175.890625
15,0.1,0.3,20,27,0.00044237021963681403,0.5561888813972473,0.5160624039806956,140491.921875
15,0.05,0.2,30,46,0.00406980602065869,0.5559984445571899,0.47314110243054136,219203.0625
10,0.05,0.15,30,68,0.012452721682776316,0.5559362173080444,0.4682207636576976,253915.21875
60,0.1,0.1,10,61,0.008338678640153944,0.5558888912200928,0.48860896923988156,333261.4375
15,0.2,0.5,15,16,0.0,0.5557771921157837,0.5423203791207208,87150.3359375
15,0.2,0.5,20,16,0.0,0.5557771921157837,0.5423203791207208,87150.3359375
15,0.2,0.4,50,18,0.0014377032138196456,0.5552746057510376,0.5873703698094999,88542.6484375
25,0.2,0.2,10,28,0.00126075512596492,0.5551086068153381,0.5415795097395412,78446.234375
25,0.2,0.25,20,25,0.0008847404392736281,0.5549964308738708,0.46541370030969564,83653.9140625
15,0.0,0.1,20,95,0.012828736369467608,0.5547502040863037,0.43616782840228335,407265.9375
15,0.1,0.3,10,26,0.00035389617570945125,0.5546911358833313,0.5199378823333783,145688.03125
40,0.2,0.3,50,23,0.0019685474773838223,0.554490327835083,0.5147063206838451,141834.40625
60,0.2,0.25,15,20,0.0008405034173099467,0.5544280409812927,0.5145609462566583,130760.546875
15,0.1,0.25,30,34,0.0014598217248014864,0.5542551875114441,0.4576518661758041,165356.125
10,0.2,0.3,30,29,0.001946428966401982,0.5538895130157471,0.5377252179307473,99302.5703125
10,0.0,0.2,5,39,0.00024330362080024774,0.5534942150115967,0.4620996776417995,140978.953125
10,0.2,0.2,5,34,0.00126075512596492,0.5534058213233948,0.48258391857451777,89113.046875
25,0.2,0.3,15,21,0.0003317776647276105,0.5528838634490967,0.473401144934765,96591.5859375
25,0.05,0.1,30,104,0.0308110857977041,0.5528318881988525,0.4792854328730463,507426.59375
25,0.1,0.1,30,107,0.05140341952179779,0.5527293682098389,0.4802556676495984,389052.75
15,0.2,0.3,30,24,0.001349229169892283,0.5525615811347961,0.5590013059629048,100357.1171875
40,0.1,0.1,15,76,0.015637787264161377,0.5520633459091187,0.48893255089935744,309476.0
25,0.1,0.15,50,76,0.022737829289332243,0.5516946315765381,0.523094703736341,346741.1875
40,0.2,0.15,30,63,0.017097608988962863,0.5515248775482178,0.5251366793856257,231258.015625
10,0.1,0.15,30,71,0.017517860697617835,0.5514500737190247,0.4934843195071995,201553.90625
25,0.2,0.3,50,28,0.0024109176970206364,0.551417350769043,0.5341058981439039,108192.5546875
15,0.05,0.15,10,51,0.002145495565238548,0.5510469675064087,0.5398485361928637,192076.640625
25,0.2,0.3,20,21,0.00035389617570945125,0.5508359670639038,0.47338697454374395,96587.234375
25,0.2,0.25,30,32,0.00252151025192984,0.5506240129470825,0.4652350648670692,125893.5
15,0.1,0.3,15,27,0.00042025170865497336,0.5504679679870605,0.5160463787748095,140493.84375
25,0.2,0.25,10,22,0.0006193183074915397,0.5502474904060364,0.48680021015984337,93166.6328125
40,0.1,0.15,10,37,0.0023445621640751143,0.5492165684700012,0.48704915142931443,241412.640625
10,0.1,0.15,5,44,0.0019021919444383005,0.5486338138580322,0.4690832164768846,145416.90625
25,0.2,0.25,15,23,0.0007520293733825838,0.548393964767456,0.48046577948799846,89054.9765625
15,0.1,0.4,5,20,6.63555329455221e-05,0.5482974052429199,0.5869348992211364,109997.734375
60,0.2,0.25,50,33,0.003030236004512176,0.5479922890663147,0.5116225442259845,190911.96875
15,0.2,0.25,15,27,0.0011722810820375571,0.5479642152786255,0.5444025351475218,115900.625
25,0.1,0.15,5,42,0.001791599389529097,0.5475877523422241,0.4642201296053926,192447.765625
60,0.1,0.1,20,71,0.019021919444383004,0.5473042726516724,0.5316687145851198,372752.0625
25,0.1,0.15,20,54,0.005396916679569132,0.5472605228424072,0.5020539134029216,260406.59375
40,0.2,0.15,5,26,0.001946428966401982,0.5470728874206543,0.491680360779259,94829.6328125
40,0.2,0.2,10,23,0.0009953329941828316,0.547014057636261,0.49732658594860324,102296.9921875
60,0.2,0.4,5,13,4.4237021963681406e-05,0.5470125079154968,0.537516896807489,121097.53125
15,0.2,0.4,15,18,0.00017694808785472562,0.5465553998947144,0.5619595839534877,86785.7421875
15,0.1,0.15,15,52,0.0045564132622591845,0.5463077425956726,0.4896528733386078,167745.859375
15,0.2,0.4,10,18,0.00015482957687288493,0.5461909770965576,0.5619650486956194,86789.1484375
25,0.1,0.2,5,32,0.0007741478843644246,0.5458496809005737,0.5023042897005405,135724.796875
25,0.2,0.2,5,25,0.0007962663953462653,0.5454946160316467,0.4811362750034989,82253.6484375
40,0.2,0.2,30,40,0.004578531773241025,0.5453690886497498,0.5383395726971328,186912.109375
40,0.1,0.15,5,31,0.001415584702837805,0.544687807559967,0.4707209724081617,243138.765625
10,0.05,0.1,30,119,0.05381433721881843,0.5446250438690186,0.5103165402061495,400510.21875
15,0.2,0.4,20,18,0.00022118510981840702,0.5445200204849243,0.5619472848334981,86783.6484375
15,0.1,0.25,15,30,0.0005750812855278583,0.5436157584190369,0.48190033188833425,141573.96875
15,0.05,0.1,10,76,0.00847138970604499,0.5433447360992432,0.48945443196808974,232144.890625
25,0.2,0.25,50,39,0.005839286899205946,0.543051540851593,0.5202169979343935,175186.796875
25,0.05,0.1,5,66,0.00411404304262237,0.542574942111969,0.5012203838327431,273188.375
10,0.2,0.4,10,18,0.00022118510981840702,0.542323648929596,0.5266858301131948,82982.9453125
15,0.2,0.4,5,18,4.4237021963681406e-05,0.5422494411468506,0.5620986540167316,86794.3359375
15,0.1,0.25,5,28,0.00024330362080024774,0.5421616435050964,0.4995077189311637,130391.265625
10,0.2,0.4,20,21,0.00028754064276392913,0.5417817831039429,0.5437681455983271,95918.796875
10,0.4,0.1,20,328,0.5450443476145186,0.5414475798606873,0.5501108698992893,156510.40625
60,0.2,0.2,5,20,0.0007741478843644246,0.5414460301399231,0.5308625310021393,128065.0390625
10,0.2,0.1,30,240,0.25272610647851185,0.5410206317901611,0.5552346356654669,303267.40625
15,0.2,0.3,10,19,0.000597199796509699,0.5406228303909302,0.5417802220138983,84020.6171875
60,0.1,0.1,30,81,0.036738846740837404,0.5403314232826233,0.5188281656203261,477521.53125
15,0.1,0.2,30,46,0.004644887306186548,0.540321946144104,0.4997462276195577,178518.078125
15,0.1,0.1,5,65,0.005706575833314902,0.540234386920929,0.5177526008400224,175805.296875
15,0.2,0.3,20,24,0.0006856738404370618,0.5397392511367798,0.5673689327257386,99158.3046875
40,0.2,0.2,15,27,0.0014598217248014864,0.5385156273841858,0.4981985465841467,92779.5859375
15,0.05,0.1,30,107,0.03903917188294884,0.5379418134689331,0.49452956303711676,408310.4375
15,0.1,0.2,10,35,0.0011722810820375571,0.5371267795562744,0.5058886948815997,165825.71875
40,0.2,0.2,50,50,0.012607551259649201,0.5363108515739441,0.5244107476767481,238253.71875
15,0.1,0.2,20,40,0.001946428966401982,0.535923182964325,0.5016827500939762,152801.53125
60,0.2,0.15,30,59,0.01546083917630665,0.5347482562065125,0.5500482383715374,266234.03125
15,0.1,0.2,15,40,0.0014377032138196456,0.5345633625984192,0.5019576315367698,152814.359375
40,0.2,0.25,50,33,0.003649554312003716,0.5343014597892761,0.5406144545942639,128709.6015625
10,0.1,0.2,20,44,0.0024993917409479992,0.5340966582298279,0.486305844011582,159739.859375
15,0.1,0.25,10,29,0.0005087257525823362,0.5335724949836731,0.4770341267435856,137864.96875
15,0.1,0.15,50,84,0.028554997677556346,0.5333095788955688,0.5247111692352405,298562.875
10,0.1,0.15,20,65,0.008250204596226583,0.5323004126548767,0.49627689626087096,164049.0
60,0.1,0.1,5,54,0.004512176240295504,0.5320952534675598,0.48887519899614346,297386.53125
10,0.2,0.3,10,26,0.0005750812855278583,0.5319576859474182,0.5107944974683433,81833.4609375
10,0.2,0.2,50,67,0.02455154718984318,0.531606137752533,0.5523584441147763,150718.84375
60,0.2,0.2,30,40,0.004136161553604211,0.5314865708351135,0.5501592038312382,212781.625
40,0.2,0.3,10,19,0.00022118510981840702,0.5307543873786926,0.5693745888749622,111128.4609375
15,0.1,0.3,5,23,0.00015482957687288493,0.5298193097114563,0.5690420358184639,111966.5078125
10,0.1,0.2,5,35,0.0009068589502554688,0.5295736789703369,0.4635626525126127,110382.4609375
15,0.05,0.1,20,96,0.021521311185331002,0.52906733751297,0.4697925271591268,317893.78125
10,0.2,0.4,15,20,0.00024330362080024774,0.5279500484466553,0.5124790052477077,75611.953125
15,0.0,0.1,10,78,0.005728694344296742,0.5273564457893372,0.45155433213319385,316240.125
15,0.2,0.25,10,24,0.0009510959722191502,0.5254674553871155,0.5688070466198148,83546.6953125
15,0.1,0.2,5,33,0.0005750812855278583,0.5251411199569702,0.5326781958614356,135008.78125
10,0.2,0.25,15,31,0.001194399593019398,0.5246303081512451,0.5335477485633646,98475.8828125
15,0.0,0.1,5,59,0.0035389617570945123,0.5243532657623291,0.5939637468801329,255789.875
10,0.05,0.15,20,62,0.006392249673751963,0.5243308544158936,0.4536613413521669,217010.4375
60,0.2,0.15,10,37,0.003715909844949238,0.5242918729782104,0.5432926232120423,214401.765625
10,0.1,0.15,50,92,0.038198668465638894,0.5240959525108337,0.5353260170665967,255346.140625
15,0.2,0.5,10,15,0.0,0.5237051248550415,0.5524747127868376,74319.984375
15,0.1,0.15,10,45,0.002897524938621132,0.5234732627868652,0.48593273588010705,139153.703125
40,0.2,0.15,50,80,0.04735573201212094,0.5233660340309143,0.5482814296499525,260472.765625
25,0.2,0.2,30,43,0.0070779235141890245,0.5232489705085754,0.5168106491797564,139544.453125
10,0.05,0.1,20,102,0.02870982725442923,0.5230971574783325,0.48159265981353383,279319.4375
15,0.2,0.3,15,20,0.0006414368184733803,0.5230545997619629,0.5786266057969942,81276.2734375
10,0.2,0.3,5,23,0.0002654221317820884,0.5226702690124512,0.5642380749202169,66274.125
25,0.2,0.2,50,53,0.01572626130808874,0.5225490927696228,0.5359489551599564,197807.328125
10,0.2,0.3,50,34,0.005706575833314902,0.5224161744117737,0.530358180327613,112597.953125
10,0.05,0.1,5,71,0.005396916679569132,0.5223612785339355,0.4608347757749719,121227.6875
10,0.1,0.15,15,59,0.005485390723496494,0.522355318069458,0.48273832401957306,176060.515625
60,0.2,0.15,5,32,0.002034903010329345,0.5223129391670227,0.5790926897643491,130035.875
10,0.2,0.25,50,45,0.010528411227356175,0.5222320556640625,0.529862885661511,127507.8203125
10,0.2,0.25,5,27,0.00042025170865497336,0.5211520195007324,0.477030186947763,58580.484375
10,0.2,0.25,10,29,0.0009953329941828316,0.5210874676704407,0.5601766643744778,76262.078125
10,0.2,0.3,20,28,0.0007520293733825838,0.5208194851875305,0.5594593458916534,79064.421875
15,0.2,0.5,5,14,0.0,0.5200710296630859,0.5223538978439236,74672.4453125
40,0.2,0.2,5,21,0.000663555329455221,0.520023763179779,0.5566181189144584,101042.7109375
15,0.2,0.25,50,42,0.009002233969609166,0.5199061632156372,0.5305316863081085,142027.0625
60,0.2,0.1,30,104,0.08449271195063149,0.5196421146392822,0.5443140520634204,336561.125
60,0.2,0.15,50,72,0.03507995841719935,0.5193977952003479,0.5674837723159677,271950.21875
10,0.2,0.5,30,15,0.0007299108624007432,0.5192572474479675,0.5719291847550453,70650.328125
25,0.2,0.15,5,36,0.002388799186038796,0.5191734433174133,0.5157226868754134,137054.359375
10,0.2,0.25,30,39,0.00473336135011391,0.5189602375030518,0.518121168101757,102218.0625
15,0.2,0.3,5,19,0.00044237021963681403,0.5181641578674316,0.5641496582813744,81953.515625
10,0.2,0.3,15,27,0.0006193183074915397,0.5177488923072815,0.5742221977974865,79005.234375
15,0.2,0.25,20,29,0.0013049921479286015,0.5171750783920288,0.5098316420184144,109048.2890625
25,0.1,0.1,15,86,0.01636769812656212,0.5165330767631531,0.5011365392359125,232372.03125
60,0.2,0.15,15,41,0.005640220300369379,0.5155361890792847,0.53592330368721,210395.203125
40,0.2,0.2,20,33,0.002587865784875362,0.5151874423027039,0.5573653833226606,124380.8046875
15,0.1,0.1,30,125,0.0654265554842848,0.514822781085968,0.5413208168131625,386809.78125
25,0.2,0.5,5,14,0.0,0.5135144591331482,0.5428820517591958,85984.6875
10,0.2,0.2,10,35,0.002034903010329345,0.5134570002555847,0.501412974649454,91644.921875
15,0.1,0.1,15,91,0.020194200526420562,0.5130232572555542,0.4889559952394494,210305.234375
25,0.2,0.15,50,93,0.06414368184733804,0.5125452876091003,0.5410062912470796,256301.21875
15,0.2,0.25,5,21,0.000818384906328106,0.5124098658561707,0.5742290867828523,76976.6953125
40,0.2,0.1,30,116,0.10554953440534383,0.5121648907661438,0.5582598837324372,368308.0
60,0.2,0.2,50,48,0.011059255490920352,0.5119615793228149,0.5370253653435313,215900.5625
40,0.2,0.15,20,55,0.009289774612373096,0.5117378234863281,0.5154762879014813,197598.8125
10,0.05,0.1,15,97,0.018026586450200173,0.5114002823829651,0.4833669850616335,248495.0
25,0.4,0.3,15,17,0.00126075512596492,0.5100295543670654,0.556733520268552,86302.078125
40,0.4,0.15,50,142,0.3101236424763885,0.509412407875061,0.5868908573200959,216828.640625
15,0.1,0.15,5,40,0.001703125345601734,0.5094096064567566,0.5085759406342603,114470.96875
10,0.2,0.15,50,137,0.12050164782906815,0.5092527866363525,0.5734486415575396,241449.890625
25,0.1,0.1,20,100,0.02605560593660835,0.5089216828346252,0.48421654076516424,283634.0625
15,0.2,0.3,50,32,0.004136161553604211,0.5088636875152588,0.5389545697659004,131226.640625
25,0.4,0.4,50,18,0.0025657472738935213,0.5086868405342102,0.5596029153064711,81533.7890625
10,0.0,0.1,10,79,0.0070779235141890245,0.508202850818634,0.43450684052286104,250283.640625
10,0.2,0.25,20,34,0.0013934661918559642,0.5067355632781982,0.5071123511716025,94443.4296875
10,0.1,0.1,30,149,0.08935878436663644,0.5065551996231079,0.5677442866916914,306883.09375
60,0.2,0.1,10,66,0.015593550242197695,0.5055721402168274,0.5847398537907302,240696.265625
10,0.2,0.5,20,15,0.00017694808785472562,0.5051884651184082,0.5550941325897671,69651.9609375
10,0.1,0.15,10,51,0.003185065581385061,0.5049800872802734,0.505914088935824,142856.515625
40,0.2,0.15,10,40,0.0036716728229855564,0.5047982335090637,0.5628125804814526,124423.3671875
60,0.2,0.1,20,85,0.0434186370573533,0.503940761089325,0.5355116697881778,242144.390625
15,0.2,0.1,30,179,0.1807967087655659,0.5034100413322449,0.5926491013802655,277603.5625
25,0.4,0.3,50,34,0.008869522903718122,0.5030308961868286,0.5844171193403367,85406.4609375
15,0.4,0.5,50,13,0.0014598217248014864,0.50284743309021,0.5429709310100288,70844.4296875
60,0.2,0.15,20,48,0.008935878436663644,0.5026671886444092,0.56040453372888,211792.453125
25,0.2,0.1,30,142,0.13560859082966534,0.5026021599769592,0.5708746464925508,340469.34375
60,0.2,0.1,15,75,0.028223220012828735,0.5025648474693298,0.5712185499288043,241001.328125
25,0.2,0.2,15,37,0.001703125345601734,0.502440333366394,0.5330958109769168,141135.515625
25,0.1,0.1,10,74,0.00975426334299175,0.502324640750885,0.661904177383761,242329.8125
15,0.2,0.2,50,64,0.02074716330096658,0.5014066696166992,0.5449275635482396,154813.640625
40,0.4,0.3,50,29,0.006060472009024352,0.5010227560997009,0.5781442053138018,106364.9140625
25,0.1,0.1,5,64,0.004932427948950477,0.5007134079933167,0.6168722957079507,204833.578125
10,0.2,0.15,20,66,0.019641237751874544,0.5002181529998779,0.5362337294598968,116269.2578125
60,0.4,0.4,50,15,0.000597199796509699,0.49971190094947815,0.5771690339412981,79966.5625
25,0.2,0.15,10,45,0.004711242839132069,0.4989748001098633,0.5185338634540667,123343.734375
25,0.2,0.25,5,21,0.00042025170865497336,0.49885547161102295,0.586237925516506,91446.1015625
40,0.2,0.1,20,100,0.05089469376921545,0.498626708984375,0.5617185946116485,257667.0
10,0.2,0.2,30,50,0.01227577359492159,0.49841806292533875,0.5914286948078735,115330.484375
25,0.2,0.2,20,40,0.002609984295857203,0.4976533055305481,0.5373145077845323,133996.875
25,0.2,0.15,30,73,0.024772732299661586,0.49753549695014954,0.559207416905841,191959.296875
15,0.2,0.15,20,68,0.015239654066488244,0.4959658086299896,0.5439204177714057,149325.75
10,0.05,0.1,10,80,0.01101501846895667,0.4950009882450104,0.4790140354052147,196239.15625
40,0.2,0.1,10,71,0.016987016434053658,0.49378839135169983,0.5642712092296875,198616.4375
10,0.2,0.2,20,48,0.005308442635641768,0.4929725229740143,0.5304231923365982,113899.703125
60,0.4,0.2,10,22,0.002676339828802725,0.4910009205341339,0.5613083137639763,83991.5703125
10,0.2,0.4,5,17,4.4237021963681406e-05,0.4905008375644684,0.5646532116801433,65663.21875
10,0.2,0.15,30,83,0.037269691004401584,0.49020272493362427,0.5748181506329815,154961.203125
60,0.4,0.3,30,18,0.0013049921479286015,0.4892715811729431,0.5906143222113919,97058.3515625
15,0.2,0.15,30,82,0.031010152396540664,0.48781704902648926,0.5497489272329188,169474.96875
15,0.4,0.1,20,292,0.4215788193138838,0.48602133989334106,0.6055044002884057,151925.375
15,0.2,0.25,30,34,0.003715909844949238,0.48529252409935,0.5349547569827053,123902.6484375
15,0.2,0.2,20,45,0.003715909844949238,0.48509833216667175,0.5310841596320213,130133.203125
10,0.2,0.5,15,14,0.00017694808785472562,0.4841934144496918,0.5306899017521712,67614.8984375
60,0.4,0.3,50,26,0.004224635597531575,0.4839506447315216,0.5890965232132401,98637.8046875
10,0.1,0.1,5,71,0.006746145849461415,0.4839383363723755,0.5310724863650823,136545.046875
10,0.2,0.5,10,14,0.00015482957687288493,0.48342323303222656,0.5307169582270626,67615.8125
25,0.4,0.25,15,21,0.00252151025192984,0.48340049386024475,0.5365415383836456,73986.1796875
60,0.4,0.25,50,40,0.0145097432040875,0.482266902923584,0.6049296578344305,114674.765625
10,0.2,0.15,5,42,0.003273539625312424,0.48180389404296875,0.5237703958038645,79302.0625
40,0.4,0.3,15,15,0.0007962663953462653,0.4801853895187378,0.5703244592158934,72848.4140625
15,0.2,0.2,30,51,0.009400367167282299,0.47969546914100647,0.6035870156824906,132978.953125
10,0.1,0.1,20,114,0.04370617770011723,0.47916337847709656,0.5269475255142528,235893.234375
40,0.4,0.4,20,12,0.00028754064276392913,0.47824931144714355,0.5466907994121405,72245.5625
40,0.4,0.3,10,15,0.0006414368184733803,0.47769591212272644,0.5714284704037429,72857.015625
60,0.4,0.15,50,113,0.25684014952113426,0.4773177206516266,0.5834855458908182,195920.828125
60,0.2,0.2,10,25,0.0012165181040012386,0.4771411120891571,0.5616106086626864,111090.140625
25,0.1,0.25,10,28,0.0005308442635641768,0.4769531786441803,0.5300556295092708,105585.8671875
25,0.4,0.25,5,16,0.0009068589502554688,0.47667255997657776,0.5720781821076005,84457.90625
40,0.4,0.2,50,67,0.05688881024529429,0.47617578506469727,0.607813161481411,124808.4609375
40,0.1,0.1,5,55,0.004866072416004954,0.4754197895526886,0.6847607998121854,205042.828125
40,0.4,0.4,15,11,0.00028754064276392913,0.4743632674217224,0.5784177093148523,75188.1796875
40,0.4,0.4,50,16,0.0013049921479286015,0.4742530286312103,0.5545929803379589,68639.5703125
40,0.4,0.4,10,11,0.00015482957687288493,0.4730214774608612,0.5785915222088772,75197.40625
40,0.4,0.25,10,17,0.001415584702837805,0.47246596217155457,0.568565336868975,64519.65625
10,0.1,0.1,15,104,0.028156864479883213,0.4720507264137268,0.5268755528771283,195643.34375
60,0.4,0.3,10,14,0.0005529627745460175,0.47184160351753235,0.6022648088584069,72417.5703125
15,0.2,0.15,50,109,0.08511203025812303,0.4710984230041504,0.5775093775424105,222310.96875
60,0.4,0.4,5,12,0.00022118510981840702,0.4700576066970825,0.6063671389109181,69179.546875
10,0.4,0.3,30,29,0.006370131162770122,0.46997398138046265,0.6340353470151532,51028.9375
15,0.4,0.5,30,12,0.0009953329941828316,0.46995899081230164,0.5655603238294716,64302.74609375
60,0.2,0.1,5,58,0.007476056711862158,0.46960702538490295,0.5937947041979655,184882.0625
25,0.4,0.3,20,19,0.0015925327906925306,0.4694080054759979,0.5695686324818571,79258.2265625
40,0.4,0.3,20,17,0.001105925549092035,0.4692535996437073,0.5537340416478738,65901.84375
60,0.4,0.25,30,29,0.004290991130477096,0.46908682584762573,0.569236354150151,97916.09375
60,0.4,0.4,10,13,0.00024330362080024774,0.4688235819339752,0.6101173685191678,74679.2265625
60,0.4,0.4,15,13,0.00024330362080024774,0.4688235819339752,0.6101173685191678,74679.2265625
60,0.4,0.4,20,13,0.00024330362080024774,0.4688235819339752,0.6101173685191678,74679.2265625
15,0.2,0.2,10,33,0.0018137179005109376,0.46850740909576416,0.5796809441014825,101965.578125
15,0.4,0.25,50,57,0.030589900687885693,0.46768274903297424,0.6101937863108877,94940.5625
40,0.2,0.1,15,89,0.029483975138793656,0.46747317910194397,0.5487274988122369,210086.390625
25,0.4,0.4,30,15,0.0009068589502554688,0.4666599631309509,0.5754711658401879,73910.609375
15,0.4,0.3,10,15,0.0010616885271283536,0.46617045998573303,0.5978420468150714,68632.3125
60,0.4,0.3,5,13,0.00035389617570945125,0.4661007821559906,0.6101162145190565,74677.296875
60,0.4,0.3,15,14,0.0006856738404370618,0.46489569544792175,0.6022452372504759,72424.609375
60,0.4,0.4,30,14,0.00042025170865497336,0.4646640717983246,0.6026918816634411,72428.046875
15,0.4,0.3,50,36,0.011899758908230298,0.46398940682411194,0.5888248469668251,68163.8828125
60,0.4,0.3,20,16,0.0009068589502554688,0.4630540609359741,0.6278953363875834,85293.6640625
15,0.4,0.4,20,14,0.0006414368184733803,0.4624415636062622,0.561518097916802,65429.88671875
60,0.4,0.25,5,13,0.0005750812855278583,0.46243926882743835,0.6096261941631307,74671.984375
60,0.4,0.15,30,79,0.07330074539382009,0.46241241693496704,0.6259891050331838,131373.375
25,0.4,0.3,10,15,0.0008847404392736281,0.46237337589263916,0.5715891631538113,73833.46875
15,0.2,0.2,15,34,0.002433036208002477,0.46109727025032043,0.5836092394467957,101040.1015625
60,0.4,0.2,30,46,0.01638981663754396,0.45962461829185486,0.6175794933548888,108987.6796875
15,0.4,0.25,20,26,0.00597199796509699,0.45905762910842896,0.6231603215812829,67538.21875
15,0.4,0.2,30,61,0.03295658136294265,0.4584503471851349,0.6264313033403694,90574.2421875
15,0.2,0.2,5,27,0.0012165181040012386,0.45838505029678345,0.5834672816851187,74800.7421875
40,0.4,0.4,30,14,0.0003317776647276105,0.4583333432674408,0.5500078132944921,70221.1953125
10,0.4,0.4,50,20,0.004313109641458937,0.45816072821617126,0.5850778100190359,45090.1953125
10,0.2,0.5,5,15,0.0,0.4581596553325653,0.5397313578128795,62802.75
40,0.4,0.15,20,64,0.035433854592908806,0.45735931396484375,0.6287004649575916,118076.265625
25,0.2,0.15,20,59,0.012629669770631041,0.45681241154670715,0.5773604826596687,149559.421875
15,0.4,0.4,50,21,0.003185065581385061,0.4565633237361908,0.5919794505614545,63483.953125
25,0.4,0.5,50,12,0.000818384906328106,0.4563482999801636,0.5928642526525411,64319.6796875
25,0.2,0.1,20,112,0.06359071907279203,0.45588260889053345,0.6323940209127914,215134.4375
15,0.1,0.1,20,103,0.03171794474795957,0.455577552318573,0.5324307046237141,254910.6875
10,0.2,0.2,15,46,0.003207184092366902,0.45497646927833557,0.5431676395662908,95702.5703125
15,0.2,0.15,5,40,0.002764813872730088,0.45379745960235596,0.5883637946088861,114018.796875
10,0.4,0.3,50,43,0.014399150649178297,0.4537910521030426,0.587775317786101,69924.375
60,0.4,0.2,50,66,0.05346044104310898,0.4535326063632965,0.664339591998671,141852.140625
60,0.4,0.5,5,9,4.4237021963681406e-05,0.45295214653015137,0.6027289633715659,65668.4609375
15,0.4,0.25,30,37,0.011236203578775077,0.4518994688987732,0.6485600410614172,72185.125
40,0.4,0.25,5,17,0.0009953329941828316,0.45169204473495483,0.5698142743463007,55412.78515625
60,0.4,0.2,15,26,0.004534294751277344,0.4510444402694702,0.5507338468504415,73916.78125
