umap_n_neighbors,umap_min_dist,dbscan_eps,dbscan_min_samples,n_clusters,noise_frac,silhouette,davies_bouldin,calinski_harabasz
40,0.0,0.1,10,59,0.004445820707349981,0.6237015128135681,0.4368967824722132,527664.3125
60,0.05,0.25,10,22,0.00028754064276392913,0.6233999729156494,0.42121752982538835,251402.8125
60,0.1,0.3,50,23,0.0006414368184733803,0.6233681440353394,0.5581837539051232,203932.109375
15,0.05,0.25,30,33,0.0012386366149830794,0.6233665943145752,0.4144340942704354,252645.484375
25,0.05,0.4,50,23,0.0008405034173099467,0.6232930421829224,0.43779564750780015,221555.953125
15,0.05,0.2,50,48,0.00853774523899051,0.62313312292099,0.4700768168992154,297463.90625
10,0.05,0.25,10,35,0.0006414368184733803,0.6229314208030701,0.39335127937850517,133718.3125
10,0.05,0.25,15,36,0.0007077923514189025,0.6227824091911316,0.3868040370702003,132373.375
40,0.0,0.1,15,69,0.006989449470261662,0.6225394606590271,0.4202580926009569,562547.4375
25,0.1,0.4,30,18,0.0006856738404370618,0.6220772862434387,0.45645158375918105,130128.0703125
10,0.1,0.4,30,23,0.0009068589502554688,0.6218295693397522,0.4611282479684333,135680.265625
10,0.0,0.15,15,54,0.0021897325872022293,0.621497392654419,0.40255839428104745,176401.015625
40,0.1,0.4,50,18,4.4237021963681406e-05,0.6213926076889038,0.4503822246695339,145406.375
10,0.0,0.15,20,59,0.003715909844949238,0.6213006377220154,0.4087963986984808,278981.09375
60,0.05,0.25,5,21,0.0002654221317820884,0.6212713718414307,0.4265612006941374,259292.125
10,0.0,0.25,30,37,0.0015925327906925306,0.6210888028144836,0.41318680930407364,188526.46875
60,0.0,0.1,50,82,0.02963880471566654,0.6210015416145325,0.4202949302499538,1017291.75
60,0.1,0.25,5,21,0.0002654221317820884,0.6204441785812378,0.44029950943502216,213291.65625
40,0.05,0.15,10,38,0.0017252438565835747,0.6198632121086121,0.42819430155576016,379148.90625
15,0.1,0.4,20,22,0.00011059255490920351,0.6194543838500977,0.4809913029361283,156976.53125
25,0.05,0.4,20,23,0.00022118510981840702,0.6189247965812683,0.4116136228282841,211815.28125
10,0.0,0.4,10,29,0.0,0.6186662316322327,0.39597884885242185,162457.421875
40,0.1,0.3,50,23,0.0003317776647276105,0.6185904145240784,0.4504960147057094,176457.625
40,0.1,0.5,5,15,0.0,0.6183081269264221,0.47602821749756125,152708.3125
40,0.1,0.5,10,15,0.0,0.6183081269264221,0.47602821749756125,152708.3125
25,0.05,0.4,10,23,0.00017694808785472562,0.6181992888450623,0.41165029933849623,211785.953125
25,0.05,0.4,15,23,0.00017694808785472562,0.6181992888450623,0.41165029933849623,211785.953125
15,0.1,0.4,50,23,0.0007962663953462653,0.6177128553390503,0.4986888163729923,155846.453125
25,0.0,0.15,30,53,0.005308442635641768,0.6175485253334045,0.4491211205454307,487052.1875
40,0.05,0.15,5,34,0.0011722810820375571,0.6175348162651062,0.3906806515699909,313936.34375
25,0.0,0.1,50,100,0.03806595739974785,0.6174487471580505,0.43664701220148167,813006.5625
10,0.1,0.3,10,26,0.0005750812855278583,0.6169024705886841,0.4714925403426347,127768.046875
10,0.0,0.15,30,62,0.008205967574262901,0.6168783903121948,0.40554572055506266,319034.75
40,0.05,0.2,15,33,0.0007299108624007432,0.6167094707489014,0.3930064649361,319680.15625
60,0.1,0.25,10,22,0.00028754064276392913,0.6166612505912781,0.43596612482602115,208432.265625
15,0.05,0.3,10,27,0.00024330362080024774,0.6165288090705872,0.4136195764840537,181345.265625
15,0.05,0.3,15,27,0.00024330362080024774,0.6165288090705872,0.4136195764840537,181345.265625
25,0.05,0.4,30,22,0.000818384906328106,0.6165278553962708,0.4179991882672984,221695.5
60,0.1,0.25,15,22,0.00030965915374576986,0.6164323687553406,0.4359630290429308,208436.4375
40,0.05,0.15,30,52,0.004821835394041273,0.6162838935852051,0.44419745771732855,435698.5625
40,0.1,0.25,10,24,0.00030965915374576986,0.6162066459655762,0.42018649536275854,117316.359375
15,0.05,0.4,10,25,4.4237021963681406e-05,0.6159606575965881,0.4278457982180692,182929.203125
15,0.05,0.4,15,25,4.4237021963681406e-05,0.6159606575965881,0.4278457982180692,182929.203125
15,0.05,0.4,20,25,4.4237021963681406e-05,0.6159606575965881,0.4278457982180692,182929.203125
40,0.1,0.3,20,22,0.00017694808785472562,0.6158113479614258,0.43698113452756415,128223.0
40,0.1,0.25,5,23,0.00024330362080024774,0.615257203578949,0.4150822011343399,121503.4296875
40,0.1,0.3,10,21,0.00011059255490920351,0.6152490973472595,0.43226556180435227,133386.25
40,0.1,0.3,15,21,0.00011059255490920351,0.6152490973472595,0.43226556180435227,133386.25
25,0.05,0.3,20,26,0.00035389617570945125,0.6152427792549133,0.4012765553095379,197328.875
10,0.0,0.3,30,35,0.0007962663953462653,0.6148984432220459,0.4244077793644259,153329.390625
40,0.1,0.25,15,25,0.0003760146866912919,0.6148767471313477,0.43328993785733194,162214.28125
40,0.1,0.25,50,35,0.0013934661918559642,0.6148679852485657,0.46753359707539466,281103.6875
40,0.1,0.3,30,23,0.00024330362080024774,0.6148233413696289,0.45045868809144074,176449.796875
15,0.05,0.25,20,32,0.000597199796509699,0.6146018505096436,0.3885065117947515,212920.671875
25,0.05,0.3,5,26,6.63555329455221e-05,0.6145641803741455,0.447531253944093,195670.578125
15,0.0,0.1,50,113,0.05193426378536197,0.6145625114440918,0.45427131344332633,761779.6875
40,0.1,0.2,5,26,0.00039813319767313264,0.6145176887512207,0.4479362050603928,166475.359375
10,0.1,0.4,10,24,0.00028754064276392913,0.6143295168876648,0.454964773041854,129884.203125
10,0.1,0.4,15,24,0.00028754064276392913,0.6143295168876648,0.454964773041854,129884.203125
10,0.1,0.4,20,24,0.00028754064276392913,0.6143295168876648,0.454964773041854,129884.203125
25,0.05,0.3,15,26,0.00030965915374576986,0.6140748262405396,0.4013035011579204,197310.3125
10,0.05,0.2,50,51,0.010130278029683042,0.6138407588005066,0.46103222791557247,254723.53125
25,0.05,0.3,10,25,0.00030965915374576986,0.613764762878418,0.42466756697979013,203819.671875
25,0.1,0.4,10,18,6.63555329455221e-05,0.6137369871139526,0.4593649046105036,130067.8203125
10,0.1,0.25,50,39,0.005949879454115149,0.613695502281189,0.42930001873421997,161585.46875
10,0.0,0.15,50,75,0.014465506182123819,0.613584578037262,0.4301981865339826,402234.375
15,0.05,0.5,30,18,0.000597199796509699,0.613525927066803,0.46860128234635545,164951.6875
15,0.05,0.5,50,18,0.000597199796509699,0.613525927066803,0.46860128234635545,164951.6875
15,0.05,0.25,15,32,0.0005750812855278583,0.6131510734558105,0.3885903850629069,212930.875
15,0.05,0.3,5,25,8.847404392736281e-05,0.6131064295768738,0.4277979468669826,182920.453125
25,0.1,0.25,5,25,0.00039813319767313264,0.6126375198364258,0.4465724703739367,115191.7890625
15,0.1,0.5,50,18,0.0007077923514189025,0.6125451922416687,0.5444182251897536,139901.125
10,0.05,0.15,5,45,0.0016810068346198935,0.6121499538421631,0.45146031857445884,124721.8515625
40,0.1,0.25,20,26,0.0004866072416004955,0.6121218800544739,0.4304699295634936,159943.3125
25,0.05,0.2,20,39,0.0009953329941828316,0.612091600894928,0.44746530226571307,302848.0
15,0.1,0.5,30,17,0.0006193183074915397,0.6118354201316833,0.5454390215714529,137201.484375
60,0.05,0.15,50,54,0.008604100771936032,0.6118031740188599,0.45012160361094145,563989.8125
25,0.05,0.2,15,39,0.000973214483200991,0.6117928624153137,0.44748108045217394,302857.9375
15,0.05,0.15,30,63,0.010307226117537767,0.6116539835929871,0.4677923407930209,274411.875
25,0.05,0.3,30,26,0.000973214483200991,0.6113841533660889,0.40408012410774474,200822.203125
10,0.0,0.25,20,39,0.0005529627745460175,0.6111143827438354,0.40786660218693926,179078.203125
60,0.05,0.1,5,49,0.003339895158257946,0.6110408902168274,0.42252045228912544,470259.96875
10,0.0,0.25,15,36,0.00028754064276392913,0.6105388402938843,0.4149036573543272,146337.625
10,0.0,0.3,50,36,0.001636769812656212,0.6101650595664978,0.43124895273259783,150779.34375
10,0.0,0.3,15,34,0.00022118510981840702,0.6099059581756592,0.4149837496600454,155130.890625
25,0.05,0.15,50,68,0.01574837981907058,0.6098583936691284,0.44919650632050157,419651.96875
25,0.05,0.25,30,33,0.001105925549092035,0.6097156405448914,0.449232866744326,261052.421875
60,0.05,0.1,20,67,0.011744929331357413,0.6096041798591614,0.4525326020389459,518169.46875
10,0.1,0.25,30,37,0.003295658136294265,0.6095512509346008,0.4517896489409023,166996.046875
10,0.0,0.15,5,45,0.0007077923514189025,0.609489917755127,0.3932148361685218,178640.09375
40,0.1,0.2,30,37,0.002145495565238548,0.6094343066215515,0.4593319122257854,275968.3125
15,0.05,0.25,5,29,0.0002654221317820884,0.609397828578949,0.41599560895819687,162495.46875
25,0.05,0.25,20,33,0.0004866072416004955,0.6085179448127747,0.44285839640796204,259004.3125
25,0.1,0.4,15,19,6.63555329455221e-05,0.6083550453186035,0.4494588943637219,123017.53125
25,0.1,0.4,20,19,6.63555329455221e-05,0.6083550453186035,0.4494588943637219,123017.53125
10,0.1,0.3,20,29,0.0005750812855278583,0.6083099842071533,0.4413629111306007,129939.2890625
10,0.0,0.25,10,36,0.0001327110658910442,0.6075156331062317,0.4151376678738445,146365.90625
15,0.0,0.2,5,37,0.0003760146866912919,0.6074969172477722,0.41386821185398837,230613.421875
60,0.2,0.5,30,14,4.4237021963681406e-05,0.6072788834571838,0.43574158689976217,142215.140625
60,0.2,0.5,50,14,4.4237021963681406e-05,0.6072788834571838,0.43574158689976217,142215.140625
10,0.0,0.3,20,34,0.00024330362080024774,0.6068787574768066,0.4149485344221224,155127.578125
10,0.05,0.4,30,24,0.0006856738404370618,0.6068531274795532,0.4841855709464651,121371.4140625
10,0.1,0.3,50,34,0.004158280064586052,0.6068328022956848,0.4482586181757404,178837.984375
10,0.1,0.5,10,18,0.00015482957687288493,0.6067910194396973,0.5123683627273966,100957.6953125
10,0.1,0.5,15,18,0.00015482957687288493,0.6067910194396973,0.5123683627273966,100957.6953125
25,0.0,0.1,5,60,0.0027869323837119283,0.606619656085968,0.4363485174815104,344953.46875
15,0.05,0.25,50,39,0.00411404304262237,0.6065520644187927,0.4442474603478765,235253.46875
25,0.1,0.3,5,21,0.00017694808785472562,0.6065265536308289,0.427452223288215,118363.21875
10,0.0,0.25,5,36,0.00011059255490920351,0.6061005592346191,0.4151232187462084,146367.0625
10,0.1,0.2,50,55,0.01291721041339497,0.6060610413551331,0.4710600961527954,207950.984375
40,0.2,0.1,50,156,0.3120700714427905,0.6055718064308167,0.49880930272279006,613718.1875
10,0.1,0.4,50,26,0.0015261772577470085,0.6054279208183289,0.45123960878764724,130201.4453125
10,0.05,0.3,10,29,0.0003317776647276105,0.6053206324577332,0.431368979658889,102670.34375
40,0.1,0.15,20,50,0.004976664970914158,0.6046951413154602,0.4651086262333225,347509.96875
15,0.0,0.15,10,43,0.0013049921479286015,0.6044875979423523,0.4072525236672489,213907.671875
40,0.05,0.1,5,51,0.003892857932803964,0.6044239401817322,0.46576139339609995,419042.28125
15,0.0,0.15,5,43,0.0008847404392736281,0.604361891746521,0.4075802360625122,213975.90625
15,0.0,0.15,50,70,0.013293225100086263,0.6043543815612793,0.43666348807595196,440206.875
25,0.1,0.3,10,21,0.00028754064276392913,0.6038002967834473,0.427314218507442,118351.5390625
10,0.0,0.3,5,33,6.63555329455221e-05,0.6037934422492981,0.42084570841275737,158482.203125
10,0.0,0.3,10,33,6.63555329455221e-05,0.6037934422492981,0.42084570841275737,158482.203125
15,0.0,0.2,10,40,0.00042025170865497336,0.6036885976791382,0.43225515143839377,229815.34375
10,0.05,0.4,15,25,4.4237021963681406e-05,0.6035731434822083,0.4736023520632486,116421.1328125
10,0.05,0.4,20,25,4.4237021963681406e-05,0.6035731434822083,0.4736023520632486,116421.1328125
15,0.05,0.2,20,41,0.002012784499347504,0.6028872132301331,0.4438512041929298,237347.5625
15,0.0,0.2,20,41,0.0007962663953462653,0.6025363802909851,0.4296721319776287,224357.234375
25,0.2,0.5,50,15,0.0006193183074915397,0.6023514866828918,0.48160326562908107,110535.4375
25,0.1,0.5,5,15,0.0,0.6022462844848633,0.45623282961948824,122820.4765625
25,0.1,0.5,10,15,0.0,0.6022462844848633,0.45623282961948824,122820.4765625
10,0.05,0.3,5,26,6.63555329455221e-05,0.602224588394165,0.49323936261406015,112622.375
10,0.1,0.25,5,32,0.00044237021963681403,0.6021055579185486,0.46514389908074427,104132.71875
40,0.05,0.1,20,76,0.014288558094269094,0.6019734144210815,0.44180592119957557,411924.375
10,0.05,0.2,10,37,0.0012386366149830794,0.6015284061431885,0.4238421407626989,132223.265625
15,0.1,0.5,10,18,4.4237021963681406e-05,0.6014816761016846,0.5309328299041561,129234.1640625
15,0.1,0.5,15,18,4.4237021963681406e-05,0.6014816761016846,0.5309479923769281,129236.4296875
15,0.1,0.5,20,18,4.4237021963681406e-05,0.6014816761016846,0.5309479923769281,129236.4296875
25,0.0,0.1,20,85,0.011103492512884033,0.601174533367157,0.4153395915886925,440883.15625
25,0.1,0.3,20,22,0.00035389617570945125,0.601142942905426,0.43675183428519393,114267.8828125
25,0.1,0.3,15,22,0.0003317776647276105,0.6009860634803772,0.43675075405534086,114269.40625
40,0.0,0.1,30,83,0.016124394505761874,0.6009430885314941,0.4345768031014173,700505.375
10,0.05,0.25,5,31,0.00028754064276392913,0.6009382605552673,0.445774432926404,98682.984375
10,0.05,0.25,20,37,0.0009953329941828316,0.6007984280586243,0.42340080371184563,132204.34375
15,0.05,0.1,5,63,0.004490057729313663,0.6003779768943787,0.46782724405930654,225630.84375
15,0.0,0.2,15,41,0.0005087257525823362,0.600325882434845,0.4297138049660259,224471.46875
10,0.05,0.5,15,23,0.0,0.6000441908836365,0.47713882616602954,120011.484375
10,0.05,0.5,20,23,0.0,0.6000441908836365,0.47713882616602954,120011.484375
25,0.0,0.1,15,77,0.00816173055229922,0.5999271869659424,0.4262418342457441,424140.28125
10,0.1,0.3,15,28,0.0005750812855278583,0.5999009013175964,0.4569070222790046,132412.6875
15,0.1,0.25,50,38,0.004025568998695008,0.5997257828712463,0.4292633661740574,190174.0625
10,0.05,0.4,10,24,0.0,0.5995306968688965,0.47369968919903166,117667.5234375
60,0.0,0.1,15,60,0.005839286899205946,0.5992588996887207,0.4547790769793711,662832.3125
25,0.2,0.5,30,15,0.0005750812855278583,0.5991591811180115,0.48170150192688627,110539.9375
10,0.05,0.5,30,22,0.000597199796509699,0.5985304117202759,0.48885036151708083,125620.3515625
10,0.05,0.5,50,22,0.000597199796509699,0.5985304117202759,0.48885036151708083,125620.3515625
60,0.1,0.15,30,49,0.007542412244807679,0.5983187556266785,0.46112116294459465,353216.4375
25,0.05,0.15,10,46,0.002079140032293026,0.5980592966079712,0.45275129016241683,302079.71875
25,0.05,0.5,50,19,0.000663555329455221,0.597972571849823,0.5065413781711613,190409.328125
60,0.05,0.1,15,61,0.00847138970604499,0.597571611404419,0.4563443663885412,513605.3125
25,0.1,0.15,30,59,0.010439937183428812,0.5973089933395386,0.48524058799221575,271749.03125
40,0.05,0.1,50,105,0.059388201986242284,0.5968471765518188,0.4777935040499729,802757.8125
25,0.05,0.2,30,41,0.002609984295857203,0.596588671207428,0.45657377230707785,293715.0625
10,0.05,0.2,15,38,0.0016810068346198935,0.5959380865097046,0.4306976495787522,130353.5234375
25,0.1,0.1,50,136,0.13680299042268473,0.595880925655365,0.5081425065173034,746142.4375
25,0.1,0.15,15,48,0.003937094954767645,0.5957907438278198,0.4771766356812188,273768.78125
15,0.0,0.15,15,48,0.0021233770542567073,0.5957133173942566,0.45885272474807226,225626.375
15,0.1,0.4,10,21,6.63555329455221e-05,0.5956884622573853,0.5104888857892467,121942.8125
25,0.1,0.4,5,16,4.4237021963681406e-05,0.5956586003303528,0.4937767170704068,132432.46875
25,0.1,0.3,50,29,0.0011722810820375571,0.5956128835678101,0.44106697094263264,175284.90625
60,0.1,0.2,50,40,0.0057508128552785824,0.594902515411377,0.4308797917288418,333513.71875
15,0.1,0.1,50,165,0.18800734334564598,0.5945224165916443,0.5102960626812784,601688.0
40,0.4,0.1,30,191,0.542345889274734,0.5945196151733398,0.5105466658739093,296811.96875
60,0.1,0.25,30,27,0.0009510959722191502,0.5945011973381042,0.4370345826635593,206672.3125
25,0.1,0.2,10,35,0.001327110658910442,0.5940445065498352,0.452394832268203,207351.78125
40,0.05,0.15,50,61,0.01039570016146513,0.5939514636993408,0.4517982011766231,538849.4375
40,0.05,0.1,10,61,0.006856738404370618,0.5936629772186279,0.5262366805256544,400020.4375
40,0.05,0.1,30,87,0.02738271659551879,0.5931758880615234,0.47359070269699893,583784.75
25,0.05,0.2,50,45,0.006657671805534051,0.5931265950202942,0.47512505083413664,288898.40625
15,0.05,0.15,50,77,0.019619119240892702,0.5927772521972656,0.4605849499105853,388797.46875
10,0.1,0.5,30,18,0.0007077923514189025,0.5927310585975647,0.5310480402757799,103386.515625
10,0.1,0.5,50,18,0.0007077923514189025,0.5927310585975647,0.5310480402757799,103386.515625
10,0.05,0.2,20,39,0.002034903010329345,0.5926439166069031,0.42969192205647655,127114.5078125
25,0.05,0.4,5,23,2.2118510981840703e-05,0.5920041799545288,0.43198544924834786,206019.5
60,0.1,0.15,10,35,0.002233969609165911,0.5919439196586609,0.4695001510705614,264693.78125
60,0.05,0.1,10,57,0.005419035190550972,0.5918620824813843,0.43456075122299814,484115.75
60,0.05,0.1,30,77,0.022295459069695427,0.59183669090271,0.4999282923064974,643242.375
40,0.1,0.15,30,54,0.009024352480591007,0.5918241143226624,0.4846078340579718,359367.53125
10,0.1,0.5,20,19,0.00015482957687288493,0.5913557410240173,0.5195418546662468,97720.34375
40,0.2,0.5,50,13,4.4237021963681406e-05,0.5907251238822937,0.4452184200040973,119531.1953125
60,0.05,0.1,50,90,0.04806352436353985,0.590217113494873,0.46047042066386384,804202.0
25,0.05,0.15,30,62,0.008493508217026829,0.5901195406913757,0.47311366501865554,376292.375
60,0.05,0.15,5,37,0.001128044060073876,0.5899967551231384,0.4705633749774873,354262.15625
15,0.1,0.4,15,21,0.00011059255490920351,0.5898984670639038,0.5104604629431057,121942.0078125
25,0.05,0.1,50,117,0.06978390214770741,0.5897096395492554,0.4875292672500911,758600.6875
15,0.05,0.2,10,37,0.0010838070381101945,0.5893137454986572,0.4263658180326976,206057.21875
25,0.1,0.25,30,34,0.00157041427971069,0.5892238020896912,0.4511137003999503,218928.328125
10,0.1,0.25,20,36,0.0011722810820375571,0.5891678929328918,0.42850225431264033,139624.75
15,0.05,0.15,20,60,0.004622768795204707,0.5887925028800964,0.4807401456586375,251409.15625
10,0.0,0.1,50,139,0.08144035743513747,0.5886812806129456,0.4887644648398028,719450.125
40,0.1,0.2,50,46,0.0051536130587688835,0.5885562300682068,0.4747454688170634,278424.53125
60,0.1,0.15,20,44,0.0042467541085134146,0.5881448984146118,0.43427107880608234,291213.8125
25,0.0,0.1,30,89,0.019995133927583994,0.5878586769104004,0.43574013332116834,561591.125
60,0.1,0.1,50,98,0.08378491959921258,0.5871565937995911,0.4711119732811952,635933.5
25,0.05,0.15,5,43,0.0013713476808741235,0.5870001316070557,0.43696123969781675,232789.28125
25,0.1,0.25,15,27,0.0007520293733825838,0.5862070322036743,0.42301376080018244,109615.8359375
40,0.2,0.4,5,14,6.63555329455221e-05,0.5853638648986816,0.48192347283964093,127781.9765625
40,0.2,0.4,10,14,6.63555329455221e-05,0.5853638648986816,0.48192347283964093,127781.9765625
15,0.05,0.2,15,39,0.00157041427971069,0.5850578546524048,0.4354582619513509,198687.09375
15,0.05,0.15,15,54,0.003804383888876601,0.585044801235199,0.4841571871161936,212505.546875
60,0.1,0.2,30,35,0.00252151025192984,0.5848121643066406,0.46296118055416796,200858.296875
10,0.05,0.5,5,21,0.0,0.5842128992080688,0.541095785987235,110746.234375
60,0.2,0.1,50,143,0.2703545597310389,0.5841511487960815,0.5245495584049844,615133.875
25,0.2,0.4,50,17,0.0008626219282917873,0.5840051770210266,0.5127453010599028,110743.1875
25,0.1,0.2,30,41,0.003649554312003716,0.5835796594619751,0.47207942495212857,272522.03125
15,0.0,0.15,30,60,0.005308442635641768,0.5835270881652832,0.46541702294656895,368064.96875
10,0.05,0.2,30,46,0.004313109641458937,0.5834577083587646,0.5064504297480984,179813.640625
15,0.1,0.5,5,17,4.4237021963681406e-05,0.583193838596344,0.5435078027032854,120053.8046875
60,0.1,0.15,5,33,0.0013713476808741235,0.5825819373130798,0.4597052080694312,185685.34375
25,0.05,0.2,5,35,0.00046448873061865476,0.582561194896698,0.4600877552171461,232444.09375
15,0.1,0.2,50,50,0.009842737386919112,0.5824668407440186,0.4909654086525397,219109.875
15,0.05,0.1,50,137,0.09959965495122869,0.5824502110481262,0.5018281361912738,751707.6875
40,0.05,0.1,15,68,0.009886974408882794,0.5821496248245239,0.47167385892520586,413371.9375
10,0.05,0.25,30,37,0.002101258543274867,0.5819647908210754,0.4444009908853309,133902.375
60,0.2,0.4,15,16,6.63555329455221e-05,0.5817162394523621,0.5291920677384769,157193.953125
60,0.2,0.4,20,16,6.63555329455221e-05,0.5817162394523621,0.5291920677384769,157193.953125
25,0.05,0.2,10,37,0.000818384906328106,0.5810667276382446,0.4625174453433734,240513.3125
60,0.2,0.4,30,16,0.00019906659883656632,0.5810344815254211,0.5291456494482598,157240.0625
10,0.1,0.3,5,27,0.0001327110658910442,0.5808069109916687,0.4744309720787874,121215.6328125
25,0.2,0.4,30,17,0.0007299108624007432,0.5807758569717407,0.5128018172638168,110754.9296875
15,0.05,0.2,5,37,0.0007299108624007432,0.5806614756584167,0.40873900352274556,198381.375
25,0.1,0.25,50,36,0.003251421114330583,0.5802688598632812,0.4907848553050701,259935.625
25,0.2,0.4,10,16,4.4237021963681406e-05,0.5801504254341125,0.4841825333544283,103263.1484375
10,0.1,0.2,15,41,0.001481940235783327,0.5799816250801086,0.46952828277423186,164121.953125
15,0.2,0.5,30,15,0.000663555329455221,0.5799245834350586,0.524184375382978,93312.6640625
60,0.2,0.4,10,14,4.4237021963681406e-05,0.5799098610877991,0.5109900474883604,143885.375
15,0.2,0.5,50,15,0.0007520293733825838,0.579403817653656,0.5240073192495373,93308.046875
15,0.0,0.1,15,82,0.009223419079427572,0.5790402293205261,0.4501663233820567,350815.25
60,0.1,0.1,15,65,0.012806617858485766,0.5781453847885132,0.4775769326571092,367149.53125
10,0.1,0.2,30,46,0.006148946052951716,0.5778712630271912,0.4628967589945877,176875.15625
60,0.1,0.2,15,32,0.001128044060073876,0.5778344869613647,0.4583576668844823,193283.5
60,0.1,0.2,20,32,0.0017252438565835747,0.5776263475418091,0.458235086353505,193453.703125
40,0.2,0.4,30,18,0.00011059255490920351,0.5774993896484375,0.4863460977681949,127103.1015625
25,0.05,0.15,20,62,0.003273539625312424,0.5772284269332886,0.46812390004450916,327474.625
25,0.05,0.15,15,55,0.0025657472738935213,0.5770490169525146,0.45771947249100603,283906.40625
60,0.2,0.3,5,17,0.0001327110658910442,0.5770207643508911,0.5165993146993382,147610.703125
60,0.2,0.3,10,17,0.00015482957687288493,0.5767694711685181,0.5165800334196008,147610.0625
10,0.0,0.1,20,96,0.01727455707681759,0.576744556427002,0.4345824798181787,376290.90625
40,0.1,0.15,15,42,0.003848620910840282,0.5767253041267395,0.4689131319452021,289666.0625
15,0.1,0.15,30,65,0.012718143814558405,0.5766988396644592,0.4769688569025379,235342.0
40,0.1,0.1,50,115,0.1050408086527615,0.5766817331314087,0.5178015803265843,728335.5625
10,0.1,0.4,5,24,2.2118510981840703e-05,0.5765573382377625,0.47514871493733507,126205.015625
25,0.2,0.5,15,16,0.0,0.576552152633667,0.48420367281502585,103250.1953125
25,0.2,0.5,20,16,0.0,0.576552152633667,0.48420367281502585,103250.1953125
40,0.2,0.4,15,15,8.847404392736281e-05,0.5762580037117004,0.46567231760549876,123266.5703125
10,0.0,0.1,30,104,0.03147464112715932,0.5761092901229858,0.4525709873012191,434617.84375
25,0.4,0.15,50,150,0.42551591426865143,0.575722873210907,0.5388091415710656,252702.28125
10,0.1,0.3,30,33,0.001703125345601734,0.5752416849136353,0.4434207430146516,152202.234375
60,0.2,0.25,30,24,0.001327110658910442,0.5751076936721802,0.4907749170507587,161084.296875
10,0.05,0.2,5,38,0.0006414368184733803,0.5748270750045776,0.43951521550684164,126230.1328125
25,0.1,0.25,20,30,0.0008405034173099467,0.5745642185211182,0.45954838661215036,144193.40625
25,0.2,0.4,15,16,8.847404392736281e-05,0.5744576454162598,0.48409043682523584,103258.9375
60,0.1,0.15,15,43,0.0030081174935303353,0.574309766292572,0.4320318127773331,296886.28125
60,0.2,0.4,50,17,0.00022118510981840702,0.5739522576332092,0.5194201798734084,147642.53125
40,0.2,0.4,50,19,0.00011059255490920351,0.5739253163337708,0.48027838204734996,122021.7265625
10,0.2,0.4,50,25,0.0009068589502554688,0.5738101601600647,0.49735109089786,109499.9765625
40,0.1,0.2,20,35,0.001128044060073876,0.5733754634857178,0.47802819155367343,231724.625
40,0.2,0.3,15,20,0.0002654221317820884,0.573175311088562,0.4928359416717024,117071.984375
60,0.2,0.3,30,20,0.000597199796509699,0.5724888443946838,0.49851228618109705,181489.1875
40,0.2,0.3,30,21,0.0004866072416004955,0.5720883011817932,0.496575904109791,112385.5625
40,0.2,0.4,20,17,8.847404392736281e-05,0.5717060565948486,0.4935671375491065,122470.1328125
40,0.1,0.15,50,63,0.018491075180818828,0.5715994834899902,0.49146631586240747,390704.5625
60,0.1,0.15,50,56,0.0151069430005972,0.5714036822319031,0.5534263646737335,377010.46875
60,0.2,0.2,20,31,0.002388799186038796,0.5713777542114258,0.514437129307395,175958.765625
25,0.1,0.2,20,38,0.0017252438565835747,0.5713335871696472,0.45945383760303543,215096.46875
15,0.05,0.1,15,88,0.014023135962487006,0.5711537003517151,0.4480617549202756,287815.8125
15,0.1,0.25,20,33,0.000663555329455221,0.5711188316345215,0.4406067997246847,167640.71875
40,0.2,0.25,30,25,0.002145495565238548,0.5703685283660889,0.48947484692235177,137626.34375
25,0.2,0.3,30,21,0.0010616885271283536,0.5703184008598328,0.503807328334753,98946.125
40,0.2,0.25,5,18,0.00039813319767313264,0.5701839923858643,0.5063583666662583,116563.1796875
25,0.05,0.1,20,87,0.01765057176350888,0.5695147514343262,0.45683126965029486,340996.125
10,0.05,0.15,15,55,0.004180398575567893,0.5693212151527405,0.432165207366838,148275.09375
40,0.2,0.3,5,18,0.00019906659883656632,0.568443775177002,0.5073198973315354,116588.9921875
60,0.2,0.5,20,13,4.4237021963681406e-05,0.5683612823486328,0.456945172271354,119985.8671875
15,0.05,0.15,5,45,0.0015261772577470085,0.5682670474052429,0.4405463814104478,172823.78125
10,0.2,0.5,50,18,0.0007299108624007432,0.5680895447731018,0.5252458077742111,84284.9765625
25,0.1,0.3,30,25,0.001105925549092035,0.5677852630615234,0.43561611829460106,105982.796875
40,0.2,0.3,20,20,0.0003760146866912919,0.5672690272331238,0.49236716574955075,117064.875
60,0.2,0.25,5,18,0.00022118510981840702,0.566941499710083,0.5249769289695104,140442.453125
25,0.2,0.4,20,17,0.00015482957687288493,0.566792368888855,0.5209041589381574,110673.1015625
25,0.1,0.2,50,47,0.008781048859790759,0.5665638446807861,0.5108908472404986,258422.6875
25,0.05,0.1,10,78,0.006502842228661166,0.56644207239151,0.4737293534569022,332255.5625
60,0.1,0.25,50,33,0.002676339828802725,0.5663056373596191,0.459031577277805,189230.328125
10,0.1,0.25,15,35,0.0008626219282917873,0.5663037300109863,0.44168832536016844,113638.6015625
40,0.2,0.25,10,21,0.00046448873061865476,0.5662158131599426,0.49655724704449106,112369.0390625
60,0.2,0.25,20,22,0.0009953329941828316,0.5661987066268921,0.5037679718243392,169879.03125
